Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;29.10.2016;13:00;250181;Königsbrunn, Dreifachhalle;25024023;BZK F;Bezirksklasse F;BHC Königsbr.09 II;TSG Augsburg III;="27:34";="12:16";Smotzek Claudia;TSV Haunstetten;;;;;;
Sat.;29.10.2016;13:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25058054;BZL MD;Bezirksliga;TV Lauingen;Leipheim/Silheim;="17:7";="11:4";Staib Alexander;DJK Augsburg-Hochzoll;;;;;;
Sat.;29.10.2016;13:00;250180;Kissing, Paartal-Halle;25058055;BZL MD;Bezirksliga;TSV Göggingen;TSV Aichach;="9:12";="3:7";Smotzek Svenja;TSV Haunstetten;;;;;;
Sat.;29.10.2016;13:45;250000;Aichach, Sporthalle Gymnasium;20032222;ÜBOL MA;ÜBOL Staffel W;TSV Aichach;TSV Friedberg;="29:35";="15:20";Krabler Roland;TSV Bäumenheim;;;;;;
Sat.;29.10.2016;14:00;250180;Kissing, Paartal-Halle;25058057;BZL MD;Bezirksliga;Kissinger SC;TSV Aichach;="10:11";="5:5";Smotzek Svenja;TSV Haunstetten;;;;;;
Sat.;29.10.2016;14:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25058056;BZL MD;Bezirksliga;TV Lauingen;Augsburg 1871;="11:13";="5:5";Staib Alexander;DJK Augsburg-Hochzoll;;;;;;
Sat.;29.10.2016;14:45;250181;Königsbrunn, Dreifachhalle;25014527;BZK M;Bezirksklasse Staffel Ost;BHC Königsbr.09;TSG Augsburg II;="25:22";="11:10";Schmitz Axel;SV Mering;Vinek Gino;SV Mering;;;;
Sat.;29.10.2016;15:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25014031;BZK M;Bezirksklasse Staffel West;TSV Wertingen II;Schwabmünchen III;="18:24";="15:18";Schwenger Hermann;TSG Hochzoll;;;;;;
Sat.;29.10.2016;15:30;250121;Göggingen, Anton-Bezler-Halle;20043815;ÜBL MC;ÜBL Staffel SW 1 ;TSV Göggingen;Augsburg 1871;="32:24";="17:12";Smotzek Claudia;TSV Haunstetten;;;;;;
Sat.;29.10.2016;15:45;250008;Haunstetten, Sporthalle  TSV;20061214;LL WC;Landesliga Staffel Süd;TSV Haunstetten;BHC Königsbr.09;="20:17";="13:6";Andorfer Peter;TSF Ludwigsfeld;;;;;;
Sat.;29.10.2016;15:45;250180;Kissing, Paartal-Halle;20057318;ÜBOL WB;ÜBOL Staffel W;JSG Friedberg-Kissing;Schwabmünchen;="28:26";="14:13";Euba Johannes;TSV Aichach;Schormair Markus;TSV Aichach;;;;
Sat.;29.10.2016;16:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25023014;BZL F;Bezirksliga F;Augsburg 1871;TSV Haunstetten III;="14:31";="8:15";Seifert Sabrina;TSV Aichach;Vlahinic Iva;TSV Aichach;;;;
Sat.;29.10.2016;16:00;250101;Friedberg, Sporthalle des TSV Friedberg;25013031;BZL M;Bezirksliga M;TSV Friedberg IV;TSV Bäumenheim;="22:20";="14:10";Schanze Nils;TSV Wertingen;;;;;;
Sat.;29.10.2016;16:00;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;20062217;ÜBOL WC;ÜBOL Staffel W;TSV Gersthofen;TSV Aichach;="30:15";="16:8";Kubasta Kristina;TSG Augsburg;;;;;;
Sat.;29.10.2016;16:30;250181;Königsbrunn, Dreifachhalle;20032223;ÜBOL MA;ÜBOL Staffel W;BHC Königsbr.09;TSV Haunstetten II;="27:29";="14:15";Schmitz Axel;SV Mering;Vinek Gino;SV Mering;;;;
Sat.;29.10.2016;17:00;250063;Dinkelscherben,Sporthalle Reischenau ;20058514;ÜBL WB;ÜBL Staffel SW 1;Dinkelscherben;SpVgg Erdweg;="16:21";="8:8";Paetzold Sandro;SC Vöhringen;;;;;;
Sat.;29.10.2016;17:30;250180;Kissing, Paartal-Halle;25014528;BZK M;Bezirksklasse Staffel Ost;Kissinger SC II;TSV Neusäss II;="37:26";="0:0";Guggenberger Katharina;TG Landshut;Guggenberger Maria;TG Landshut;;;;
Sat.;29.10.2016;17:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25013032;BZL M;Bezirksliga M;TSV Wertingen;SV Mering;="23:23";="11:9";Mensinger Mathias;VfL Günzburg;;;;;;
Sat.;29.10.2016;17:30;250125;Günzburg, Sporthalle ;20022043;LLF;Landesliga Staffel S;VfL Günzburg;TSV Schleißheim;="22:24";="13:13";Balogh Marino;FC Bayern München e.V.;Nerl Florian;FC Bayern München e.V.;;;;
Sat.;29.10.2016;17:30;250121;Göggingen, Anton-Bezler-Halle;20033507;ÜBL MA;ÜBL Staffel SW 1 ;TSV Göggingen;SpVgg Erdweg;="38:17";="18:8";Reininger Uwe;TSV Sonthofen;;;;;;
Sat.;29.10.2016;18:00;250101;Friedberg, Sporthalle des TSV Friedberg;20010041;BY M;Bayernliga;TSV Friedberg;TSV Lohr;="26:18";="10:10";Drummer Thomas;TV 61 Erlangen-Bruck;Herpolsheimer Christian;TV 61 Erlangen-Bruck;;;;
Sat.;29.10.2016;18:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25014032;BZK M;Bezirksklasse Staffel West;Augsburg 1871 II;TSG Augsburg;="13:38";="0:0";Grosser Stefan;HSG Lauingen-Wittislingen;;;;;;
Sat.;29.10.2016;18:00;250220;Meitingen, Sporthalle;20058516;ÜBL WB;ÜBL Staffel SW 1;TSV Meitingen;VSC Donauwörth;="20:11";="8:6";Herrmann Maurice Marc;TSV Neusäss;Salesch Markus;TSV Schwabmünchen;;;;
Sat.;29.10.2016;18:15;250181;Königsbrunn, Dreifachhalle;25014529;BZK M;Bezirksklasse Staffel Ost;BHC Königsbr.09 II;TSV Meitingen II;="34:19";="0:0";Zofka Torsten;VfL Günzburg;;;;;;
Sat.;29.10.2016;18:30;250011;Augsburg,Hans-Adlhoch-Halle Augsburg-Pfersee;25014530;BZK M;Bezirksklasse Staffel Ost;PSV  Aug.;TSV Bobingen II;="17:21";="0:0";Klodwig Gerhard;TSV Haunstetten;;;;;;
Sat.;29.10.2016;19:30;250125;Günzburg, Sporthalle ;20010045;BY M;Bayernliga;VfL Günzburg;TSV Haunstetten;="24:28";="9:14";Feldmann Markus;TSV Anderten;Schröder Florian;Lehrter SV;;;;
Sat.;29.10.2016;19:30;250182;Krumbach, Halle Schulzentrum;20010043;BY M;Bayernliga;TSV Niederraunau;HC Sulzb.Rosenb.;="35:32";="14:16";Grimm Ulrich;HC Cadolzburg;Müller Florian;HC Cadolzburg;;;;
Sat.;29.10.2016;19:30;250121;Göggingen, Anton-Bezler-Halle;25013033;BZL M;Bezirksliga M;TSV Göggingen II;Schwabmünchen II;="29:38";="13:18";Reininger Uwe;TSV Sonthofen;;;;;;
Sat.;29.10.2016;19:30;250180;Kissing, Paartal-Halle;25012032;BZOL M;Bezirksoberliga M;Kissinger SC;SC Ichenhausen;="28:23";="14:12";Guggenberger Katharina;TG Landshut;Guggenberger Maria;TG Landshut;;;;
Sat.;29.10.2016;19:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;20022045;LLF;Landesliga Staffel S;TSV Wertingen;TV Waltenhofen;="22:26";="13:12";Dautovic Elmir;PSV München;Mc Kie Thomas;TSV Unterhaching;;;;
Sat.;29.10.2016;20:00;250008;Haunstetten, Sporthalle  TSV;25024024;BZK F;Bezirksklasse F;TSV Haunstetten IV;TSV Göggingen II;="22:17";="11:8";;spielfrei;;;;;;
Sat.;29.10.2016;20:00;250220;Meitingen, Sporthalle;25013034;BZL M;Bezirksliga M;TSV Meitingen;VSC Donauwörth;="25:27";="9:10";Herrmann Maurice Marc;TSV Neusäss;Salesch Markus;TSV Schwabmünchen;;;;
Sat.;29.10.2016;20:00;250101;Friedberg, Sporthalle des TSV Friedberg;25012034;BZOL M;Bezirksoberliga M;TSV Friedberg III;TSV Bobingen;="31:24";="13:10";Pribil Dieter;TSV Schwabmünchen;Wildegger Manfred;TSV Schwabmünchen;;;;
Sat.;29.10.2016;20:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25012033;BZOL M;Bezirksoberliga M;Augsburg 1871;Schwabmünchen;="26:30";="11:18";Vogel Christine;TSV  1909 Gersthofen e.V.;Schwenger Hermann;TSG Hochzoll;;;;
Sun.;30.10.2016;09:00;250101;Friedberg, Sporthalle des TSV Friedberg;25057035;BZOL MD;Bezirksoberliga;TSV Haunstetten;TSV Friedberg;="11:19";="5:9";Müller Elke;BHC Königsbrunn 09;;;;;;
Sun.;30.10.2016;10:00;250182;Krumbach, Halle Schulzentrum;25067011;BZOL WD;Bezirksoberliga;SV Mering;TSV Niederraunau;="10:19";="5:9";Kubasta Wilhelm;TSG Augsburg;;;;;;
Sun.;30.10.2016;10:00;250101;Friedberg, Sporthalle des TSV Friedberg;25057036;BZOL MD;Bezirksoberliga;TSV Haunstetten;TV Gundelfingen;="15:14";="8:3";Müller Elke;BHC Königsbrunn 09;;;;;;
Sun.;30.10.2016;10:00;250222;Mering, Eduard-Ettensberger-Halle;20063618;ÜBL WC;ÜBL Staffel SW 1;SV Mering;Schwabmünchen;="20:34";="9:19";Huber Thomas;BHC Königsbrunn 09;Pyrkosch Manolito;BHC Königsbrunn 09;;;;
Sun.;30.10.2016;10:00;250220;Meitingen, Sporthalle;20062218;ÜBOL WC;ÜBOL Staffel W;TSV Meitingen;VfL Günzburg;="27:30";="14:15";Klodwig Gerhard;TSV Haunstetten;;;;;;
Sun.;30.10.2016;10:40;250124;Gundelfingen,Kreissporthalle ;20043816;ÜBL MC;ÜBL Staffel SW 1 ;TV Gundelfingen;Kissinger SC;="28:8";="13:5";Rülke Bernd;FC Burlafingen;;;;;;
Sun.;30.10.2016;11:00;250008;Haunstetten, Sporthalle  TSV;20050016;BY WA;Bayernliga;TSV Haunstetten;HSG Würm-Mitte;="38:25";="0:0";Krabler Roland;TSV Bäumenheim;Müller Bernhard;TSV Bäumenheim;;;;
Sun.;30.10.2016;11:00;250182;Krumbach, Halle Schulzentrum;25067014;BZOL WD;Bezirksoberliga;TSV Haunstetten;SV Mering;="10:10";="6:4";Kubasta Wilhelm;TSG Augsburg;;;;;;
Sun.;30.10.2016;11:00;250101;Friedberg, Sporthalle des TSV Friedberg;25057037;BZOL MD;Bezirksoberliga;TSV Friedberg;TV Gundelfingen;="24:18";="14:5";Müller Elke;BHC Königsbrunn 09;;;;;;
Sun.;30.10.2016;11:15;250000;Aichach, Sporthalle Gymnasium;20036218;LL MB;Landesliga Staffel Süd;TSV Aichach;TSV Grafing;="30:29";="15:15";Kraus Andreas;TSV  1909 Gersthofen e.V.;Kraus Michael;TSV  1909 Gersthofen e.V.;;;;
Sun.;30.10.2016;11:30;250222;Mering, Eduard-Ettensberger-Halle;20038616;ÜBL MB;ÜBL Staffel SW 1 ;SV Mering;VSC Donauwörth;="17:37";="3:14";Salesch Markus;TSV Schwabmünchen;;;;;;
Sun.;30.10.2016;11:55;250124;Gundelfingen,Kreissporthalle ;20032224;ÜBOL MA;ÜBOL Staffel W;TV Gundelfingen;JSG Burlafingen/Neu-Ulm;="20:25";="10:12";Knoller Bonifaz;TSG Augsburg;Knoller Cajetan;TSG Augsburg;;;;
Sun.;30.10.2016;12:00;250182;Krumbach, Halle Schulzentrum;25067015;BZOL WD;Bezirksoberliga;TSV Niederraunau;TSV Haunstetten;="16:12";="7:8";Kubasta Wilhelm;TSG Augsburg;;;;;;
Sun.;30.10.2016;12:15;250101;Friedberg, Sporthalle des TSV Friedberg;20035018;BY MB;Bayernliga;TSV Friedberg;VfL Günzburg;="25:31";="0:0";Berger Christian;TSV Allach 09 ;Berger Stefan;TSV Allach 09 ;;;;
Sun.;30.10.2016;12:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;25057038;BZOL MD;Bezirksoberliga;Schwabmünchen;JSG Burlafingen/Neu-Ulm;="27:17";="14:8";Gretz Valentina;BHC Königsbrunn 09;Pfahl Leonie;BHC Königsbrunn 09;;;;
Sun.;30.10.2016;12:45;250181;Königsbrunn, Dreifachhalle;20042223;ÜBOL MC;ÜBOL Staffel W;BHC Königsbr.09;SC Vöhringen;="22:21";="0:0";Hübenthal Holger;TSV Schwabmünchen;;;;;;
Sun.;30.10.2016;13:00;250201;Leipheim, Güssen-Halle;25068025;BZL WD;Bezirksliga;TV Lauingen;Leipheim/Silheim;="8:2";="4:1";;;;;;;;
Sun.;30.10.2016;13:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25058058;BZL MD;Bezirksliga;SC Ichenhausen;JSG Burlafingen/Neu-Ulm II;="0:0";="0:0";;;;;;;;
Sun.;30.10.2016;13:00;250222;Mering, Eduard-Ettensberger-Halle;20052416;ÜBOL WA;ÜBOL Staffel W;SV Mering;SG Kempten-Kottern;="30:27";="17:13";Salesch Markus;TSV Schwabmünchen;;;;;;
Sun.;30.10.2016;13:00;250462;Wittislingen, Schulsporthalle ;20032225;ÜBOL MA;ÜBOL Staffel W;TSV Wittislingen;VSC Donauwörth;="27:23";="16:11";Schanze Nils;TSV Wertingen;;;;;;
Sun.;30.10.2016;13:25;250124;Gundelfingen,Kreissporthalle ;25014033;BZK M;Bezirksklasse Staffel West;TV Gundelfingen II;Dinkelscherben;="29:20";="18:11";Buck Lothar;SC Ichenhausen;Wagner Norbert;SC Ichenhausen;;;;
Sun.;30.10.2016;13:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;25057039;BZOL MD;Bezirksoberliga;JSG Burlafingen/Neu-Ulm;TSV Niederraunau;="13:17";="7:12";Gretz Valentina;BHC Königsbrunn 09;Pfahl Leonie;BHC Königsbrunn 09;;;;
Sun.;30.10.2016;13:30;250182;Krumbach, Halle Schulzentrum;20041218;LL MC;Landesliga Staffel Süd;TSV Niederraunau;TSV Allach 09 II;="41:24";="19:12";Kubasta Wilhelm;TSG Augsburg;;;;;;
Sun.;30.10.2016;13:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20042225;ÜBOL MC;ÜBOL Staffel W;JSG Burlafingen/Neu-Ulm;TV Waltenhofen;="30:23";="0:0";Buck Pascal;VfL Günzburg;Guckler Jonas;VfL Günzburg;;;;
Sun.;30.10.2016;14:00;250201;Leipheim, Güssen-Halle;25068026;BZL WD;Bezirksliga;TSV Meitingen;TV Lauingen;="18:15";="8:10";Mayer Wolfgang;VfL Leipheim;;;;;;
Sun.;30.10.2016;14:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25058059;BZL MD;Bezirksliga;TSV Gersthofen;JSG Burlafingen/Neu-Ulm II;="0:0";="0:0";;;;;;;;
Sun.;30.10.2016;14:00;250180;Kissing, Paartal-Halle;25023015;BZL F;Bezirksliga F;Kissinger SC II;TSV Meitingen;="28:23";="13:10";Babovic Samir;TSV  1909 Gersthofen e.V.;Kraus Thomas;TSV  1909 Gersthofen e.V.;;;;
Sun.;30.10.2016;14:00;250461;Wertingen, Sporthalle Gymnasium Wertingen;20063620;ÜBL WC;ÜBL Staffel SW 1;TSV Wertingen;Eichenauer SV;="10:11";="8:6";Riesner Thomas;BHC Königsbrunn 09;;;;;;
Sun.;30.10.2016;14:00;250009;Augsburg-Hochzoll, DJK-Sporthalle ;20038617;ÜBL MB;ÜBL Staffel SW 1 ;DJK Augsburg-Hochzoll;Schwabmünchen;="29:16";="20:6";;;;;;;;
Sun.;30.10.2016;14:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;25057040;BZOL MD;Bezirksoberliga;Schwabmünchen;TSV Niederraunau;="22:13";="10:7";Gretz Valentina;BHC Königsbrunn 09;Pfahl Leonie;BHC Königsbrunn 09;;;;
Sun.;30.10.2016;14:30;250125;Günzburg, Sporthalle ;25022019;BZOL F;Bezirksoberliga F;VfL Günzburg II;Schwabmünchen;="25:30";="10:16";Schwenger Hermann;TSG Hochzoll;Vogel Christine;TSV  1909 Gersthofen e.V.;;;;
Sun.;30.10.2016;14:30;250181;Königsbrunn, Dreifachhalle;20056220;LL WB;Landesliga Staffel Süd;BHC Königsbr.09;TSV Schleißheim;="18:29";="9:16";Heimann Felicitas;TSG Augsburg;Kubasta Franziska;TSG Augsburg;;;;
Sun.;30.10.2016;15:00;250222;Mering, Eduard-Ettensberger-Halle;25014034;BZK M;Bezirksklasse Staffel West;SV Mering III;TV Gundelfingen III;="12:24";="6:10";Hübenthal Tobias;TSV Schwabmünchen;Wenninger Ralph;TSV Schwabmünchen;;;;
Sun.;30.10.2016;15:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25058060;BZL MD;Bezirksliga;SC Ichenhausen;TSV Gersthofen;="15:13";="9:6";Kubasta Wilhelm;TSG Augsburg;;;;;;
Sun.;30.10.2016;15:00;250201;Leipheim, Güssen-Halle;25068027;BZL WD;Bezirksliga;TSV Meitingen;Leipheim/Silheim;="17:6";="7:4";Mayer Wolfgang;VfL Leipheim;;;;;;
Sun.;30.10.2016;15:00;250000;Aichach, Sporthalle Gymnasium;25022020;BZOL F;Bezirksoberliga F;TSV Aichach;TSV Göggingen;="17:24";="8:12";Hübenthal Holger;TSV Schwabmünchen;;;;;;
Sun.;30.10.2016;15:00;250182;Krumbach, Halle Schulzentrum;20036220;LL MB;Landesliga Staffel Süd;TSV Niederraunau;BHC Königsbr.09;="27:26";="15:16";Bräunlein Franz;TSV  1909 Gersthofen e.V.;Meck Hans;VfL Günzburg;;;;
Sun.;30.10.2016;15:00;250440;Vöhringen, Sportpark ;20062219;ÜBOL WC;ÜBOL Staffel W;SC Vöhringen;TSF Ludwigsfeld;="27:16";="13:5";Schnepf Jürgen;TSF Ludwigsfeld;;;;;;
Sun.;30.10.2016;15:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20057319;ÜBOL WB;ÜBOL Staffel W;FC Burlafingen;HSG Schwab/kirchen;="8:20";="4:12";Buck Pascal;VfL Günzburg;Guckler Jonas;VfL Günzburg;;;;
Sun.;30.10.2016;15:15;250124;Gundelfingen,Kreissporthalle ;20022047;LLF;Landesliga Staffel S;TV Gundelfingen;TG Landshut;="25:25";="12:15";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sun.;30.10.2016;15:45;250200;Lauingen, Stadthalle;20043817;ÜBL MC;ÜBL Staffel SW 1 ;TV Lauingen;TSV Gersthofen;="16:30";="7:16";Morbitzer Simon;TSV Friedberg;;;;;;
Sun.;30.10.2016;16:00;250009;Augsburg-Hochzoll, DJK-Sporthalle ;25014531;BZK M;Bezirksklasse Staffel Ost;DJK Augsburg-Hochzoll;SV Mering II;="33:23";="0:0";Koch Peter;TV Lauingen;Stocker Roland;HSG Lauingen-Wittislingen;;;;
Sun.;30.10.2016;16:00;250461;Wertingen, Sporthalle Gymnasium Wertingen;20057320;ÜBOL WB;ÜBOL Staffel W;TSV Wertingen;ASV Dachau;="18:10";="10:7";Riesner Thomas;BHC Königsbrunn 09;;;;;;
Sun.;30.10.2016;16:15;250181;Königsbrunn, Dreifachhalle;20038619;ÜBL MB;ÜBL Staffel SW 1 ;BHC Königsbr.09 II;TSV Meitingen;="25:20";="7:8";Heimann Felicitas;TSG Augsburg;Kubasta Franziska;TSG Augsburg;;;;
Sun.;30.10.2016;16:30;250182;Krumbach, Halle Schulzentrum;25022021;BZOL F;Bezirksoberliga F;TSV Niederraunau;VSC Donauwörth;="19:25";="6:11";Bräunlein Franz;TSV  1909 Gersthofen e.V.;Meck Hans;VfL Günzburg;;;;
Sun.;30.10.2016;16:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20051011;LL WA;Landesliga Staffel West;FC Burlafingen;TV Gundelfingen;="19:20";="10:9";Krabler Roland;TSV Bäumenheim;Müller Bernhard;TSV Bäumenheim;;;;
Sun.;30.10.2016;17:00;250222;Mering, Eduard-Ettensberger-Halle;25024025;BZK F;Bezirksklasse F;SV Mering;TSV Neu-Ulm;="17:15";="8:7";Schiele Stefan;TSV Bäumenheim;;;;;;
Sun.;30.10.2016;17:00;250320;Pfaffenhofen, Schulturnhalle;25014035;BZK M;Bezirksklasse Staffel West;TSV Weißenhorn;SC Ichenhausen II;="23:30";="8:15";Rülke Bernd;FC Burlafingen;;;;;;
Sun.;30.10.2016;17:00;250201;Leipheim, Güssen-Halle;25022022;BZOL F;Bezirksoberliga F;VfL Leipheim;TSV Bobingen;="22:25";="10:14";Buck Lothar;SC Ichenhausen;Wagner Norbert;SC Ichenhausen;;;;
Sun.;30.10.2016;17:00;250124;Gundelfingen,Kreissporthalle ;25012036;BZOL M;Bezirksoberliga M;TV Gundelfingen;VfL Günzburg II;="31:25";="13:11";Schwenger Hermann;TSG Hochzoll;Vogel Christine;TSV  1909 Gersthofen e.V.;;;;
Sun.;30.10.2016;17:00;250000;Aichach, Sporthalle Gymnasium;25012035;BZOL M;Bezirksoberliga M;TSV Aichach;TSV Göggingen;="21:25";="7:13";Goldschmidt Jürgen;TSV Haunstetten;Rothfischer Michael;TSV Haunstetten;;;;
Sun.;30.10.2016;17:00;250260;Neusäss, Sporthalle an der Eichenwaldschule;20032226;ÜBOL MA;ÜBOL Staffel W;TSV Neusäss;Kissinger SC;="30:30";="16:14";Szierbeck Manfred;TSV Wertingen;Szierbeck Stephanie;TSV Aichach;;;;
Tue.;01.11.2016;17:30;250101;Friedberg, Sporthalle des TSV Friedberg;25012040;BZOL M;Bezirksoberliga M;TSV Friedberg III;Kissinger SC;="22:20";="13:9";Pribil Dieter;TSV Schwabmünchen;Wildegger Manfred;TSV Schwabmünchen;;;;
Tue.;01.11.2016;19:30;250021;Bobingen, Sporthalle;25012037;BZOL M;Bezirksoberliga M;TSV Bobingen;SC Ichenhausen;="35:21";="15:9";Schwenger Hermann;TSG Hochzoll;Vogel Christine;TSV  1909 Gersthofen e.V.;;;;
Sat.;05.11.2016;09:30;250008;Haunstetten, Sporthalle  TSV;25067016;BZOL WD;Bezirksoberliga;TSV Haunstetten;VfL Günzburg;="15:7";="7:4";Nikolic Tanja;TSV Neu-Ulm;;;;;;
Sat.;05.11.2016;10:30;250008;Haunstetten, Sporthalle  TSV;25067017;BZOL WD;Bezirksoberliga;VfL Günzburg;TSV Aichach;="13:13";="7:8";Nikolic Tanja;TSV Neu-Ulm;;;;;;
Sat.;05.11.2016;11:30;250008;Haunstetten, Sporthalle  TSV;25067018;BZOL WD;Bezirksoberliga;TSV Haunstetten;TSV Aichach;="17:11";="10:8";Nikolic Tanja;TSV Neu-Ulm;;;;;;
Sat.;05.11.2016;13:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20062220;ÜBOL WC;ÜBOL Staffel W;FC Burlafingen;VfL Günzburg;="16:23";="6:11";Walczer Istvan;SC Ichenhausen;;;;;;
Sat.;05.11.2016;13:30;250125;Günzburg, Sporthalle ;20030021;BY MA;Bayernliga;VfL Günzburg;HaSpo Bayreuth;="33:31";="0:0";Buck Lothar;SC Ichenhausen;Wagner Norbert;SC Ichenhausen;;;;
Sat.;05.11.2016;13:45;250361;Schwabmünchen, Sporthalle an der Grundschule ;20038620;ÜBL MB;ÜBL Staffel SW 1 ;Schwabmünchen;HSG Gröbenzell-Olching;="25:28";="10:12";Kiebler Oliver;TSV Niederraunau;;;;;;
Sat.;05.11.2016;14:00;250008;Haunstetten, Sporthalle  TSV;20061217;LL WC;Landesliga Staffel Süd;TSV Haunstetten;TSV EBE Forst United;="25:25";="11:13";Schanze Nils;TSV Wertingen;;;;;;
Sat.;05.11.2016;14:00;250101;Friedberg, Sporthalle des TSV Friedberg;20032227;ÜBOL MA;ÜBOL Staffel W;TSV Friedberg;TSV Neusäss;="31:22";="18:10";Füller Kai;FC Burlafingen;;;;;;
Sat.;05.11.2016;14:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20042226;ÜBOL MC;ÜBOL Staffel W;JSG Burlafingen/Neu-Ulm;TSV Ottobeuren;="34:21";="0:0";Walczer Istvan;SC Ichenhausen;;;;;;
Sat.;05.11.2016;15:30;250125;Günzburg, Sporthalle ;20055018;BY WB;Bayernliga;VfL Günzburg;HSG Würm-Mitte;="34:23";="0:0";Berger Christian;TSV Allach 09 ;Berger Stefan;TSV Allach 09 ;;;;
Sat.;05.11.2016;15:30;250021;Bobingen, Sporthalle;25014532;BZK M;Bezirksklasse Staffel Ost;TSV Bobingen II;BHC Königsbr.09 II;="23:43";="13:20";Linder Kevin;TV Lauingen;Mair Eric;TV Lauingen;;;;
Sat.;05.11.2016;15:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;20043920;ÜBL MC;ÜBL Staffel SW 2 ;Schwabmünchen;TSV Schongau;="31:16";="15:8";Schwenger Hermann;TSG Hochzoll;;;;;;
Sat.;05.11.2016;15:45;250008;Haunstetten, Sporthalle  TSV;20056222;LL WB;Landesliga Staffel Süd;TSV Haunstetten;TV Waltenhofen;="29:13";="12:3";Riesner Thomas;BHC Königsbrunn 09;Wildegger Manfred;TSV Schwabmünchen;;;;
Sat.;05.11.2016;16:00;250101;Friedberg, Sporthalle des TSV Friedberg;25013035;BZL M;Bezirksliga M;TSV Friedberg IV;TSV Niederraunau II;="30:30";="17:19";Herrmann Maurice Marc;TSV Neusäss;Salesch Markus;TSV Schwabmünchen;;;;
Sat.;05.11.2016;16:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20032228;ÜBOL MA;ÜBOL Staffel W;JSG Burlafingen/Neu-Ulm;TSV Haunstetten II;="23:21";="13:12";Buck Lothar;SC Ichenhausen;Wagner Norbert;SC Ichenhausen;;;;
Sat.;05.11.2016;16:00;250222;Mering, Eduard-Ettensberger-Halle;20052417;ÜBOL WA;ÜBOL Staffel W;SV Mering;TSV Landsberg;="27:6";="17:2";Szierbeck Stephanie;TSV Aichach;Weishaupt Lisa;TSV Wertingen;;;;
Sat.;05.11.2016;17:30;250125;Günzburg, Sporthalle ;20035021;BY MB;Bayernliga;VfL Günzburg;TV Eibach 03;="29:22";="0:0";Berger Christian;TSV Allach 09 ;Berger Stefan;TSV Allach 09 ;;;;
Sat.;05.11.2016;17:30;250020;Bäumenheim, Mehrzweckhalle ;25024026;BZK F;Bezirksklasse F;TSV Bäumenheim;TSG Augsburg III;="18:24";="11:11";Keskin Öykü;TSV Schwabmünchen;Schuller Selina;TSV Schwabmünchen;;;;
Sat.;05.11.2016;17:30;250021;Bobingen, Sporthalle;25022023;BZOL F;Bezirksoberliga F;TSV Bobingen;VfL Günzburg II;="23:25";="13:16";Durmaz Faruk;HSG Freising-Neufahrn;Weber Andre;HSG Freising-Neufahrn;;;;
Sat.;05.11.2016;18:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25012001;BZOL M;Bezirksoberliga M;Schwabmünchen;TSV Gersthofen;="34:19";="15:8";Reimann Jens;TSV Neusäss;Schnepf Jürgen;TSF Ludwigsfeld;;;;
Sat.;05.11.2016;18:00;250101;Friedberg, Sporthalle des TSV Friedberg;25012038;BZOL M;Bezirksoberliga M;TSV Friedberg III;HSG Lauingen-Wittislingen;="24:23";="11:11";Auer Franz;TSV Niederraunau;Waldmann Pius;TSV Niederraunau;;;;
Sat.;05.11.2016;19:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25023016;BZL F;Bezirksliga F;Augsburg 1871;Kissinger SC II;="23:20";="12:9";Deffner Christian;DJK Augsburg-Hochzoll;;;;;;
