Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;25.09.2016;16:00;250000;Aichach, Sporthalle Gymnasium;20036207;LL MB;Landesliga Staffel Süd;TSV Aichach;HSG Würm-Mitte;="35:22";="17:12";Ludwig Andreas;SV Mering;Schmidl Daniel;SV Mering;;;;
Sun.;25.09.2016;16:30;250125;Günzburg, Sporthalle ;20030008;BY MA;Bayernliga;VfL Günzburg;TuS Fürstenfeldbruck;="25:26";="0:0";Goldschmidt Jürgen;TSV Haunstetten;Rothfischer Michael;TSV Haunstetten;;;;
Sun.;25.09.2016;16:30;250101;Friedberg, Sporthalle des TSV Friedberg;20010013;BY M;Bayernliga;TSV Friedberg;HC Erlangen II;="28:31";="11:12";Langner Daniel;TV/DJK Hammelburg;Liebsch Bernd;TV/DJK Hammelburg;;;;
Sun.;25.09.2016;17:00;250124;Gundelfingen,Kreissporthalle ;25014010;BZK M;Bezirksklasse Staffel West;TV Gundelfingen III;TSG Augsburg;="34:14";="19:6";Kapfer Andreas;TSV Haunstetten;;;;;;
Sun.;25.09.2016;17:00;250320;Pfaffenhofen, Schulturnhalle;25014009;BZK M;Bezirksklasse Staffel West;TSV Weißenhorn;TV Gundelfingen II;="15:33";="10:13";Schwenger Hermann;TSG Hochzoll;;;;;;
Sun.;25.09.2016;17:00;250220;Meitingen, Sporthalle;25013009;BZL M;Bezirksliga M;TSV Meitingen;TSV Friedberg IV;="26:23";="12:13";Kraus Andreas;TSV  1909 Gersthofen e.V.;Kraus Michael;TSV  1909 Gersthofen e.V.;;;;
Sun.;25.09.2016;17:00;250182;Krumbach, Halle Schulzentrum;25013008;BZL M;Bezirksliga M;TSV Niederraunau II;TSV Wertingen;="37:27";="16:13";Bandlow Joachim;VfL Günzburg;Buck Lothar;SC Ichenhausen;;;;
Sun.;25.09.2016;17:00;250200;Lauingen, Stadthalle;25012009;BZOL M;Bezirksoberliga M;HSG Lauingen-Wittislingen;Augsburg 1871;="22:23";="0:0";Gastschiedsrichter BW I;Dummy 1;Gastschiedsrichter BW II;Dummy 1;;;;
Sun.;25.09.2016;17:00;250262;Neu-Ulm, Realschulhalle Muthenhölzle;20062207;ÜBOL WC;ÜBOL Staffel W;TSF Ludwigsfeld;TSV Gersthofen;="18:32";="9:13";Rosenberger Johannes;TSV Niederraunau;Rothermel Florian;TSV Niederraunau;;;;
Sat.;01.10.2016;11:15;250181;Königsbrunn, Dreifachhalle;25058010;BZL MD;Bezirksliga;SC Ichenhausen;BHC Königsbr.09 II;="0:0";="0:0";Simon Leon;TSV Meitingen;;;;;;
Sat.;01.10.2016;12:15;250181;Königsbrunn, Dreifachhalle;25058011;BZL MD;Bezirksliga;SC Ichenhausen;TSV Göggingen;="0:0";="0:0";Simon Leon;TSV Meitingen;;;;;;
Sat.;01.10.2016;12:30;250222;Mering, Eduard-Ettensberger-Halle;25058012;BZL MD;Bezirksliga;TSV Gersthofen;SV Mering;="18:12";="10:7";Paulik Emil;BHC Königsbrunn 09;;;;;;
Sat.;01.10.2016;12:30;250220;Meitingen, Sporthalle;25068001;BZL WD;Bezirksliga;TSV Meitingen;SV Mering II;="19:3";="12:2";Euba Johannes;TSV Aichach;;;;;;
Sat.;01.10.2016;13:15;250181;Königsbrunn, Dreifachhalle;25058013;BZL MD;Bezirksliga;TSV Göggingen;BHC Königsbr.09 II;="6:14";="2:6";Simon Leon;TSV Meitingen;;;;;;
Sat.;01.10.2016;13:30;250222;Mering, Eduard-Ettensberger-Halle;25058014;BZL MD;Bezirksliga;Augsburg 1871;TSV Gersthofen;="0:0";="0:0";Paulik Emil;BHC Königsbrunn 09;;;;;;
Sat.;01.10.2016;13:30;250220;Meitingen, Sporthalle;25068003;BZL WD;Bezirksliga;JSG Friedberg-Kissing;SV Mering II;="17:2";="8:1";Euba Johannes;TSV Aichach;;;;;;
Sat.;01.10.2016;13:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25068002;BZL WD;Bezirksliga;Leipheim/Silheim;TSV Gersthofen;="3:16";="2:7";Kraus Thomas;TSV  1909 Gersthofen e.V.;;;;;;
Sat.;01.10.2016;13:30;250125;Günzburg, Sporthalle ;25022001;BZOL F;Bezirksoberliga F;VfL Günzburg II;VSC Donauwörth;="19:16";="9:7";Szierbeck Manfred;TSV Wertingen;Szierbeck Stephanie;TSV Aichach;;;;
Sat.;01.10.2016;13:30;250101;Friedberg, Sporthalle des TSV Friedberg;20032209;ÜBOL MA;ÜBOL Staffel W;TSV Friedberg;TSV Wittislingen;="34:24";="19:9";Rülke Bernd;FC Burlafingen;;;;;;
Sat.;01.10.2016;14:00;250180;Kissing, Paartal-Halle;20061209;LL WC;Landesliga Staffel Süd;JSG Friedberg-Kissing;TSV Herrsching;="33:16";="15:7";Herrmann Maurice Marc;TSV Neusäss;Reimann Jens;TSV Neusäss;;;;
Sat.;01.10.2016;14:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;20038601;ÜBL MB;ÜBL Staffel SW 1 ;SG Augsburg-Gersthofen;VSC Donauwörth;="26:22";="13:10";Weber Georg;TSV Meitingen;;;;;;
Sat.;01.10.2016;14:30;250222;Mering, Eduard-Ettensberger-Halle;25058015;BZL MD;Bezirksliga;SV Mering;Augsburg 1871;="0:0";="0:0";Paulik Emil;BHC Königsbrunn 09;;;;;;
Sat.;01.10.2016;14:30;250220;Meitingen, Sporthalle;25068004;BZL WD;Bezirksliga;JSG Friedberg-Kissing;TSV Meitingen;="8:20";="4:9";Euba Johannes;TSV Aichach;;;;;;
Sat.;01.10.2016;14:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25068005;BZL WD;Bezirksliga;Leipheim/Silheim;FC Burlafingen II;="2:11";="1:8";Kraus Andreas;TSV  1909 Gersthofen e.V.;;;;;;
Sat.;01.10.2016;14:30;250124;Gundelfingen,Kreissporthalle ;25057005;BZOL MD;Bezirksoberliga;Schwabmünchen;TV Gundelfingen;="17:12";="7:6";Schormair Markus;TSV Aichach;;;;;;
Sat.;01.10.2016;14:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;20063603;ÜBL WC;ÜBL Staffel SW 1;Schwabmünchen;TuS Fürstenfeldbruck;="23:10";="10:2";Schiele Stefan;TSV Bäumenheim;;;;;;
Sat.;01.10.2016;14:45;250181;Königsbrunn, Dreifachhalle;25024007;BZK F;Bezirksklasse F;BHC Königsbr.09 II;TSV Haunstetten IV;="10:29";="3:16";Schwenger Hermann;TSG Hochzoll;;;;;;
Sat.;01.10.2016;15:00;250201;Leipheim, Güssen-Halle;25058016;BZL MD;Bezirksliga;Leipheim/Silheim;Schwabmünchen II;="7:24";="4:10";Britner Erik;TSF Ludwigsfeld;;;;;;
Sat.;01.10.2016;15:15;250000;Aichach, Sporthalle Gymnasium;25024008;BZK F;Bezirksklasse F;TSV Aichach II;SV Mering;="21:17";="8:6";Malovetz Mario;TSV Friedberg;;;;;;
Sat.;01.10.2016;15:15;250182;Krumbach, Halle Schulzentrum;20031212;LL MA;Landesliga Staffel Süd;TSV Niederraunau;TSV Allach 09;="34:16";="17:7";Pribil Dieter;TSV Schwabmünchen;Pribil Klaus;BHC Königsbrunn 09;;;;
Sat.;01.10.2016;15:30;250125;Günzburg, Sporthalle ;20030009;BY MA;Bayernliga;VfL Günzburg;HSG München West;="29:15";="16:9";Szierbeck Manfred;TSV Wertingen;Szierbeck Stephanie;TSV Aichach;;;;
Sat.;01.10.2016;15:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25068006;BZL WD;Bezirksliga;TSV Gersthofen;FC Burlafingen II;="8:4";="4:3";Kraus Andreas;TSV  1909 Gersthofen e.V.;;;;;;
Sat.;01.10.2016;15:30;250101;Friedberg, Sporthalle des TSV Friedberg;25013010;BZL M;Bezirksliga M;TSV Friedberg IV;VSC Donauwörth;="20:19";="9:7";Rülke Bernd;FC Burlafingen;;;;;;
Sat.;01.10.2016;15:30;250124;Gundelfingen,Kreissporthalle ;25057006;BZOL MD;Bezirksoberliga;Schwabmünchen;SC Vöhringen;="22:11";="8:4";Schormair Markus;TSV Aichach;;;;;;
Sat.;01.10.2016;15:30;250440;Vöhringen, Sportpark ;20058501;ÜBL WB;ÜBL Staffel SW 1;SC Vöhringen;Dinkelscherben;="24:16";="11:7";Freitag Norbert;TV Dillingen;;;;;;
Sat.;01.10.2016;15:45;250222;Mering, Eduard-Ettensberger-Halle;20063604;ÜBL WC;ÜBL Staffel SW 1;SV Mering;TSV Allach 09 II;="20:10";="9:4";Müller Julian;DJK Augsburg-Hochzoll;Staib Alexander;DJK Augsburg-Hochzoll;;;;
Sat.;01.10.2016;16:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25014011;BZK M;Bezirksklasse Staffel West;Augsburg 1871 II;TSV Weißenhorn;="0:0";="0:0";Bräunlein Franz;TSV  1909 Gersthofen e.V.;;;;;;
Sat.;01.10.2016;16:00;250201;Leipheim, Güssen-Halle;25058017;BZL MD;Bezirksliga;Kissinger SC;Leipheim/Silheim;="0:0";="0:0";Britner Erik;TSF Ludwigsfeld;;;;;;
Sat.;01.10.2016;16:00;250180;Kissing, Paartal-Halle;20043802;ÜBL MC;ÜBL Staffel SW 1 ;Kissinger SC;VSC Donauwörth;="17:24";="8:16";Herrmann Maurice Marc;TSV Neusäss;;;;;;
Sat.;01.10.2016;16:15;250008;Haunstetten, Sporthalle  TSV;20058502;ÜBL WB;ÜBL Staffel SW 1;TSV Haunstetten II;VSC Donauwörth;="14:6";="4:3";Schmidl Daniel;SV Mering;;;;;;
Sat.;01.10.2016;16:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;20038602;ÜBL MB;ÜBL Staffel SW 1 ;Schwabmünchen;TV Lauingen;="33:25";="19:10";Schiele Stefan;TSV Bäumenheim;;;;;;
Sat.;01.10.2016;16:30;250181;Königsbrunn, Dreifachhalle;25014509;BZK M;Bezirksklasse Staffel Ost;BHC Königsbr.09;TSV Haunstetten III;="19:34";="9:14";Grosser Stefan;HSG Lauingen-Wittislingen;;;;;;
Sat.;01.10.2016;16:30;250124;Gundelfingen,Kreissporthalle ;25057007;BZOL MD;Bezirksoberliga;TV Gundelfingen;SC Vöhringen;="21:12";="9:6";Schormair Markus;TSV Aichach;;;;;;
Sat.;01.10.2016;16:30;250220;Meitingen, Sporthalle;20062208;ÜBOL WC;ÜBOL Staffel W;TSV Meitingen;SC Vöhringen;="27:13";="11:7";;;;;;;;
Sat.;01.10.2016;17:00;250201;Leipheim, Güssen-Halle;25058018;BZL MD;Bezirksliga;Kissinger SC;Schwabmünchen II;="0:0";="0:0";Britner Erik;TSF Ludwigsfeld;;;;;;
Sat.;01.10.2016;17:15;250000;Aichach, Sporthalle Gymnasium;25013011;BZL M;Bezirksliga M;TSV Aichach II;TSV Niederraunau II;="22:26";="9:8";Malovetz Mario;TSV Friedberg;;;;;;
Sat.;01.10.2016;17:15;250222;Mering, Eduard-Ettensberger-Halle;20038603;ÜBL MB;ÜBL Staffel SW 1 ;SV Mering;DJK Augsburg-Hochzoll;="24:28";="12:16";Müller Julian;DJK Augsburg-Hochzoll;Staib Alexander;DJK Augsburg-Hochzoll;;;;
Sat.;01.10.2016;17:30;250020;Bäumenheim, Mehrzweckhalle ;25024009;BZK F;Bezirksklasse F;TSV Bäumenheim;BHC Königsbr.09 III;="23:21";="14:9";Schwenger Hermann;TSG Hochzoll;;;;;;
Sat.;01.10.2016;17:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25013012;BZL M;Bezirksliga M;TSV Wertingen;TSV Meitingen;="34:29";="14:15";Reimann Jens;TSV Neusäss;;;;;;
Sat.;01.10.2016;17:30;250101;Friedberg, Sporthalle des TSV Friedberg;25012010;BZOL M;Bezirksoberliga M;TSV Friedberg III;SC Ichenhausen;="26:24";="13:9";Ehrenpfordt Rick;TV Gundelfingen;Haas Manuel;TV Gundelfingen;;;;
Sat.;01.10.2016;17:30;250125;Günzburg, Sporthalle ;20022015;LLF;Landesliga Staffel S;VfL Günzburg;TSV Grafing;="46:28";="23:11";Langner Daniel;TV/DJK Hammelburg;Liebsch Bernd;TV/DJK Hammelburg;;;;
Sat.;01.10.2016;18:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25012011;BZOL M;Bezirksoberliga M;Schwabmünchen;VfL Günzburg II;="33:14";="16:6";Hebendanz Benjamin;FC Bayern München e.V.;Spindler Rüdiger;FC Bayern München e.V.;;;;
Sat.;01.10.2016;18:00;250008;Haunstetten, Sporthalle  TSV;20012019;LLM;Landesliga Staffel S;TSV Haunstetten II;SG Süd/Blumenau;="18:23";="7:11";Heimrich Michael;TSV Herrsching;Kopp Rainer;TSV  1909 Gersthofen e.V.;;;;
Sat.;01.10.2016;18:15;250181;Königsbrunn, Dreifachhalle;25014510;BZK M;Bezirksklasse Staffel Ost;BHC Königsbr.09 II;TSV Neusäss II;="43:22";="19:13";Grosser Stefan;HSG Lauingen-Wittislingen;;;;;;
Sat.;01.10.2016;19:00;250063;Dinkelscherben,Sporthalle Reischenau ;25014012;BZK M;Bezirksklasse Staffel West;Dinkelscherben;TV Gundelfingen III;="17:22";="9:15";Koukol Rudolf;VSC Donauwörth;;;;;;
Sat.;01.10.2016;19:00;250222;Mering, Eduard-Ettensberger-Halle;25013013;BZL M;Bezirksliga M;SV Mering;Schwabmünchen II;="33:29";="17:10";von Kobyletzki Gero;TSV Meitingen;;;;;;
Sat.;01.10.2016;19:00;250201;Leipheim, Güssen-Halle;25022002;BZOL F;Bezirksoberliga F;VfL Leipheim;TSV Niederraunau;="22:19";="12:10";Bräunlein Franz;TSV  1909 Gersthofen e.V.;;;;;;
Sat.;01.10.2016;19:15;250000;Aichach, Sporthalle Gymnasium;25012012;BZOL M;Bezirksoberliga M;TSV Aichach;HSG Lauingen-Wittislingen;="29:23";="17:12";Vathke Bennet;DJK Augsburg-Hochzoll;Walter David;DJK Augsburg-Hochzoll;;;;
Sat.;01.10.2016;19:30;250125;Günzburg, Sporthalle ;20010018;BY M;Bayernliga;VfL Günzburg;TV Erl.-Bruck;="0:0";="0:0";Langner Daniel;TV/DJK Hammelburg;Liebsch Bernd;TV/DJK Hammelburg;;;;
Sat.;01.10.2016;19:30;250182;Krumbach, Halle Schulzentrum;20010017;BY M;Bayernliga;TSV Niederraunau;TSV Friedberg;="25:31";="14:9";Nasseri-Rad Ramin;SV 1880 München;Schmidt Dirk;ASV Dachau;;;;
Sat.;01.10.2016;19:30;250020;Bäumenheim, Mehrzweckhalle ;25013014;BZL M;Bezirksliga M;TSV Bäumenheim;TSV Neusäss;="20:31";="8:14";Rülke Bernd;FC Burlafingen;;;;;;
Sat.;01.10.2016;19:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;20022016;LLF;Landesliga Staffel S;TSV Wertingen;SV München Laim;="16:34";="6:19";Berger Christian;TSV Allach 09 ;Berger Stefan;TSV Allach 09 ;;;;
Sat.;01.10.2016;20:00;250181;Königsbrunn, Dreifachhalle;25022003;BZOL F;Bezirksoberliga F;BHC Königsbr.09;TSV Aichach;="18:20";="10:11";Herrmann Maurice Marc;TSV Neusäss;Salesch Markus;TSV Schwabmünchen;;;;
Sat.;01.10.2016;20:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25012013;BZOL M;Bezirksoberliga M;Augsburg 1871;Kissinger SC;="29:29";="12:12";Pribil Dieter;TSV Schwabmünchen;Pribil Klaus;BHC Königsbrunn 09;;;;
Sun.;02.10.2016;10:00;250182;Krumbach, Halle Schulzentrum;25057008;BZOL MD;Bezirksoberliga;TSV Neusäss;TSV Niederraunau;="3:16";="2:8";Samtleben Karina;TSV Göggingen;Smotzek Svenja;TSV Haunstetten;;;;
Sun.;02.10.2016;11:00;250182;Krumbach, Halle Schulzentrum;25057009;BZOL MD;Bezirksoberliga;TSV Friedberg;TSV Neusäss;="15:6";="11:4";Samtleben Karina;TSV Göggingen;Smotzek Svenja;TSV Haunstetten;;;;
Sun.;02.10.2016;11:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;25057010;BZOL MD;Bezirksoberliga;TSV Wertingen;JSG Burlafingen/Neu-Ulm;="10:13";="6:7";Rosenberger Johannes;TSV Niederraunau;Rothermel Florian;TSV Niederraunau;;;;
Sun.;02.10.2016;11:45;250124;Gundelfingen,Kreissporthalle ;20032210;ÜBOL MA;ÜBOL Staffel W;TV Gundelfingen;TSV Haunstetten II;="19:28";="8:14";Geiger Christian;VfL Günzburg;Zofka Torsten;VfL Günzburg;;;;
Sun.;02.10.2016;12:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;25057011;BZOL MD;Bezirksoberliga;VfL Günzburg;TSV Wertingen;="17:14";="9:7";Rosenberger Johannes;TSV Niederraunau;Rothermel Florian;TSV Niederraunau;;;;
Sun.;02.10.2016;12:00;250182;Krumbach, Halle Schulzentrum;25057012;BZOL MD;Bezirksoberliga;TSV Friedberg;TSV Niederraunau;="16:12";="7:8";Samtleben Karina;TSV Göggingen;Smotzek Svenja;TSV Haunstetten;;;;
Sun.;02.10.2016;13:00;250200;Lauingen, Stadthalle;25058019;BZL MD;Bezirksliga;JSG Burlafingen/Neu-Ulm II;TV Lauingen;="5:14";="3:8";Simon Leon;TSV Meitingen;;;;;;
Sun.;02.10.2016;13:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;25057013;BZOL MD;Bezirksoberliga;JSG Burlafingen/Neu-Ulm;VfL Günzburg;="16:21";="8:13";Rosenberger Johannes;TSV Niederraunau;Rothermel Florian;TSV Niederraunau;;;;
Sun.;02.10.2016;13:25;250124;Gundelfingen,Kreissporthalle ;25014013;BZK M;Bezirksklasse Staffel West;TV Gundelfingen II;SC Ichenhausen II;="30:29";="14:17";Riesner Thomas;BHC Königsbrunn 09;;;;;;
Sun.;02.10.2016;13:30;250265;Neu-Ulm, Sporthalle 2 Schulzentrum Pfuhl;20058503;ÜBL WB;ÜBL Staffel SW 1;TSV Neu-Ulm;TSV Meitingen;="12:18";="8:8";Mayer Dennis;TSV Niederraunau;Mayer Jonas;TSV Niederraunau;;;;
Sun.;02.10.2016;14:00;250200;Lauingen, Stadthalle;25058020;BZL MD;Bezirksliga;JSG Burlafingen/Neu-Ulm II;TSV Aichach;="14:21";="7:9";Simon Leon;TSV Meitingen;;;;;;
Sun.;02.10.2016;14:00;250461;Wertingen, Sporthalle Gymnasium Wertingen;20063605;ÜBL WC;ÜBL Staffel SW 1;TSV Wertingen;HCD Gröbenzell II;="11:15";="8:7";Euba Johannes;TSV Aichach;Schormair Markus;TSV Aichach;;;;
Sun.;02.10.2016;14:30;250010;Augsburg,TSG - Halle Lechhausen;25014511;BZK M;Bezirksklasse Staffel Ost;TSG Augsburg II;TSV Meitingen II;="13:25";="7:10";Schön Konstantin;TSV Aichach;Walther Stefan;TSV Aichach;;;;
Sun.;02.10.2016;15:00;250200;Lauingen, Stadthalle;25058021;BZL MD;Bezirksliga;TSV Aichach;TV Lauingen;="14:10";="6:6";Simon Leon;TSV Meitingen;;;;;;
Sun.;02.10.2016;15:15;250124;Gundelfingen,Kreissporthalle ;20022017;LLF;Landesliga Staffel S;TV Gundelfingen;TSV Herrsching;="23:20";="9:7";Spegele Markus;SC Unterpfaffenhofen/Germering;Weineck Daniel;SC Unterpfaffenhofen/Germering;;;;
Sun.;02.10.2016;16:00;250009;Augsburg-Hochzoll, DJK-Sporthalle ;25014512;BZK M;Bezirksklasse Staffel Ost;DJK Augsburg-Hochzoll;Kissinger SC II;="31:19";="15:11";Hartmann Tobias;TSV Niederraunau;Scholz Manuel;TSV Friedberg;;;;
Sun.;02.10.2016;16:00;250461;Wertingen, Sporthalle Gymnasium Wertingen;20057308;ÜBOL WB;ÜBOL Staffel W;TSV Wertingen;Schwabmünchen;="12:11";="8:6";Britner Erik;TSF Ludwigsfeld;;;;;;
Sun.;02.10.2016;16:20;250010;Augsburg,TSG - Halle Lechhausen;25014014;BZK M;Bezirksklasse Staffel West;TSG Augsburg;Schwabmünchen III;="23:18";="10:9";Schanze Nils;TSV Wertingen;;;;;;
Sun.;02.10.2016;16:30;250262;Neu-Ulm, Realschulhalle Muthenhölzle;20051004;LL WA;Landesliga Staffel West;TSF Ludwigsfeld;TSV Aichach;="38:29";="19:15";Bandlow Joachim;VfL Günzburg;Bieber Patrick;VfL Günzburg;;;;
Sun.;02.10.2016;16:30;250200;Lauingen, Stadthalle;20043803;ÜBL MC;ÜBL Staffel SW 1 ;TV Lauingen;Augsburg 1871;="29:13";="12:6";Guckler Jonas;VfL Günzburg;;;;;;
Sun.;02.10.2016;17:00;250222;Mering, Eduard-Ettensberger-Halle;25014015;BZK M;Bezirksklasse Staffel West;SV Mering III;HSG Lauingen-Wittislingen II;="24:32";="12:17";Malovetz Mario;TSV Friedberg;;;;;;
Sun.;02.10.2016;17:00;250124;Gundelfingen,Kreissporthalle ;25012014;BZOL M;Bezirksoberliga M;TV Gundelfingen;TSV Gersthofen;="25:17";="13:11";Pribil Dieter;TSV Schwabmünchen;Pribil Klaus;BHC Königsbrunn 09;;;;
Mon.;03.10.2016;12:30;250010;Augsburg,TSG - Halle Lechhausen;25024010;BZK F;Bezirksklasse F;TSG Augsburg III;BHC Königsbr.09 III;="18:9";="8:4";Kapfer Andreas;TSV Haunstetten;;;;;;
Mon.;03.10.2016;14:00;250180;Kissing, Paartal-Halle;20032211;ÜBOL MA;ÜBOL Staffel W;Kissinger SC;BHC Königsbr.09;="25:31";="12:18";Schwenger Hermann;TSG Hochzoll;Vogel Christine;TSV  1909 Gersthofen e.V.;;;;
Mon.;03.10.2016;14:30;250010;Augsburg,TSG - Halle Lechhausen;25022004;BZOL F;Bezirksoberliga F;TSG Augsburg;Schwabmünchen;="30:21";="16:10";Buck Lothar;SC Ichenhausen;Wagner Norbert;SC Ichenhausen;;;;
Mon.;03.10.2016;16:20;250010;Augsburg,TSG - Halle Lechhausen;25024011;BZK F;Bezirksklasse F;TSG Augsburg II;TSV Neu-Ulm;="9:16";="3:14";Mayer Dennis;TSV Niederraunau;Mayer Jonas;TSV Niederraunau;;;;
Sat.;08.10.2016;12:00;250000;Aichach, Sporthalle Gymnasium;25058022;BZL MD;Bezirksliga;TSV Aichach;BHC Königsbr.09 II;="19:10";="8:3";Driske Jonah;TSV Friedberg;Keis Maximilian;TSV Friedberg;;;;
Sat.;08.10.2016;12:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;25058023;BZL MD;Bezirksliga;Schwabmünchen II;Leipheim/Silheim;="15:6";="10:4";Nagel Niklas;BHC Königsbrunn 09;;;;;;
Sat.;08.10.2016;13:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25058025;BZL MD;Bezirksliga;SC Ichenhausen;TSV Gersthofen;="7:20";="5:10";Jäger Jean-Luc;VfL Günzburg;;;;;;
Sat.;08.10.2016;13:00;250000;Aichach, Sporthalle Gymnasium;25058024;BZL MD;Bezirksliga;BHC Königsbr.09 II;SV Mering;="14:14";="7:7";Driske Jonah;TSV Friedberg;Keis Maximilian;TSV Friedberg;;;;
Sat.;08.10.2016;13:30;250008;Haunstetten, Sporthalle  TSV;20050007;BY WA;Bayernliga;TSV Haunstetten;HCD Gröbenzell;="25:27";="0:0";Bräunlein Franz;TSV  1909 Gersthofen e.V.;Meck Hans;VfL Günzburg;;;;
Sat.;08.10.2016;13:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;25058026;BZL MD;Bezirksliga;TSV Göggingen;Leipheim/Silheim;="19:4";="7:3";Nagel Niklas;BHC Königsbrunn 09;;;;;;
Sat.;08.10.2016;14:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25058028;BZL MD;Bezirksliga;Kissinger SC;TSV Gersthofen;="7:9";="3:4";Jäger Jean-Luc;VfL Günzburg;;;;;;
Sat.;08.10.2016;14:00;250000;Aichach, Sporthalle Gymnasium;25058027;BZL MD;Bezirksliga;TSV Aichach;SV Mering;="13:8";="5:5";Driske Jonah;TSV Friedberg;Keis Maximilian;TSV Friedberg;;;;
Sat.;08.10.2016;14:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;25058029;BZL MD;Bezirksliga;TSV Göggingen;Schwabmünchen II;="11:10";="4:6";Nagel Niklas;BHC Königsbrunn 09;;;;;;
Sat.;08.10.2016;14:30;250181;Königsbrunn, Dreifachhalle;20056207;LL WB;Landesliga Staffel Süd;BHC Königsbr.09;Dietmannsried/Altusried;="23:13";="0:0";Jäger Michael;VfL Günzburg;;;;;;
Sat.;08.10.2016;15:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25058030;BZL MD;Bezirksliga;Kissinger SC;SC Ichenhausen;="17:7";="7:3";Jäger Jean-Luc;VfL Günzburg;;;;;;
Sat.;08.10.2016;15:30;250008;Haunstetten, Sporthalle  TSV;20020022;BY F;Bayernliga;TSV Haunstetten II;HC Erlangen;="0:0";="0:0";Bastian Uwe;SC Unterpfaffenhofen/Germering;Huber Wolfgang;SV-DJK Taufkirchen;;;;
Sat.;08.10.2016;15:30;250121;Göggingen, Anton-Bezler-Halle;25024012;BZK F;Bezirksklasse F;TSV Göggingen II;BHC Königsbr.09 II;="25:11";="9:5";Nikolic Tanja;TSV Neu-Ulm;;;;;;
Sat.;08.10.2016;15:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25023003;BZL F;Bezirksliga F;TSV Neusäss;TSV Haunstetten III;="16:48";="9:22";Salesch Markus;TSV Schwabmünchen;;;;;;
Sat.;08.10.2016;16:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25022005;BZOL F;Bezirksoberliga F;Schwabmünchen;TSV Aichach;="24:33";="14:15";Reimann Jens;TSV Neusäss;Schnepf Jürgen;TSF Ludwigsfeld;;;;
Sat.;08.10.2016;16:00;250181;Königsbrunn, Dreifachhalle;20036212;LL MB;Landesliga Staffel Süd;BHC Königsbr.09;HSG Isar-Loisach;="35:32";="0:0";Mayer Wolfgang;VfL Leipheim;Wartner Lothar;VfL Leipheim;;;;
Sat.;08.10.2016;17:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25014016;BZK M;Bezirksklasse Staffel West;SC Ichenhausen II;Augsburg 1871 II;="26:18";="11:7";Linder Kevin;TV Lauingen;Mair Eric;TV Lauingen;;;;
Sat.;08.10.2016;17:30;250020;Bäumenheim, Mehrzweckhalle ;25024013;BZK F;Bezirksklasse F;TSV Bäumenheim;TSG Augsburg II;="15:17";="12:12";Klodwig Gerhard;TSV Haunstetten;;;;;;
Sat.;08.10.2016;17:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25014513;BZK M;Bezirksklasse Staffel Ost;TSV Neusäss II;PSV  Aug.;="20:18";="6:11";Schmidl Daniel;SV Mering;;;;;;
Sat.;08.10.2016;17:30;250121;Göggingen, Anton-Bezler-Halle;25022006;BZOL F;Bezirksoberliga F;TSV Göggingen;VfL Günzburg II;="15:20";="9:9";Haas Clemens;Kissinger SC;Tappert Stephan;TSV Friedberg;;;;
Sat.;08.10.2016;17:45;250181;Königsbrunn, Dreifachhalle;20038605;ÜBL MB;ÜBL Staffel SW 1 ;BHC Königsbr.09 II;DJK Augsburg-Hochzoll;="23:20";="10:8";Knoller Bonifaz;TSG Augsburg;Knoller Cajetan;TSG Augsburg;;;;
Sat.;08.10.2016;18:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25012015;BZOL M;Bezirksoberliga M;Schwabmünchen;TSV Bobingen;="21:14";="8:6";Spengler Armin;VfL Günzburg;Wagner Norbert;SC Ichenhausen;;;;
