Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;08.10.2016;15:30;280236;München, Schulsporthalle Marsplatz 8;20042310;ÜBOL MC;ÜBOL Staffel SW;SG Schwabing/1880;HSG Isar-Mitte;="18:24";="8:16";Mundry Claudia;SC Kirchdorf;;;;;;
Sat.;08.10.2016;15:40;280409;Traunstein, Landkreissporthalle;20038904;ÜBL MB;ÜBL Staffel S 2;SB Chiem. Traunstein;TuS Traunreut;="25:21";="15:12";Telalovic Mirsad;ESV Rosenheim;;;;;;
Sat.;08.10.2016;15:45;240143;Hersbruck, Sportzentrum;20058305;ÜBL WB;ÜBL Staffel M ;HC Hersbruck e.V;HG Eckental;="13:7";="5:3";Müller Jochen;HC Sulzbach-Rosenberg;;;;;;
Sat.;08.10.2016;16:00;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20040013;BY MC;Bayernliga;HC Erlangen;TSV Unterhaching;="35:19";="15:11";Meyer Florian;HSG Siemens Erlangen/ FC Niederlindach;Rowold Christian;HSG Siemens Erlangen/ FC Niederlindach;;;;
Sat.;08.10.2016;16:00;280010;Anzing, Sportzentrum;20040012;BY MC;Bayernliga;SV Anzing;SG DJK Rimpar;="21:31";="0:0";Koch Günter;FC Bayern München e.V.;Lemke Thomas;HSG München West;;;;
Sat.;08.10.2016;16:00;240083;Erlangen, Sporthalle am Europakanal;20056008;LL WB;Landesliga Staffel Nord;HC Erlangen;HaSpo Bayreuth;="24:23";="8:12";Lippmann Andreas;HSG Siemens Erlangen/ FC Niederlindach;;;;;;
Sat.;08.10.2016;16:00;230300;Oberasbach, Dietrich-Bonhoeffer-Gymnasium;20056007;LL WB;Landesliga Staffel Nord;JSG Fürther Land;TV Helmbrechts;="30:24";="14:10";Hawly Moritz;MTV Stadeln e. V.;;;;;;
Sat.;08.10.2016;16:00;250181;Königsbrunn, Dreifachhalle;20036212;LL MB;Landesliga Staffel Süd;BHC Königsbr.09;HSG Isar-Loisach;="35:32";="0:0";Mayer Wolfgang;VfL Leipheim;Wartner Lothar;VfL Leipheim;;;;
Sat.;08.10.2016;16:00;270130;Gröbenzell, Wildmoos 1;20056208;LL WB;Landesliga Staffel Süd;HCD Gröbenzell;SV-DJK Taufkirchen;="37:14";="16:7";Bugger Stephan;SV Pullach;;;;;;
Sat.;08.10.2016;16:00;220200;Lichtenfels, Städt. Sporthalle;20038210;ÜBL MB;ÜBL Staffel N ;TS Lichtenfels;HC Tirschenreuth;="37:6";="19:2";Borchert Lea-Maria;TV Michelau;Glatzer Giulia;TV Michelau;;;;
Sat.;08.10.2016;16:00;210140;Hammelburg Saaletalhalle;20058010;ÜBL WB;ÜBL Staffel NW ;TV/DJK Hammelburg;TV 1884 Markthdf;="18:12";="9:8";Schramm Tobias;MHV Schweinfurt 09 e.V.;;;;;;
Sat.;08.10.2016;16:00;240366;Spardorf, Sporthalle im Schulzentrum;20038105;ÜBL MB;ÜBL Staffel NW 2;JSG Nieder-Utten-Dorf;SV Buckenhofen;="33:17";="16:7";Rauscher Lothar;HC Forchheim 2011 e.V.;;;;;;
Sat.;08.10.2016;16:00;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20038807;ÜBL MB;ÜBL Staffel S 1;MTV Pfaffenhofen;SG Schwabing/1880;="36:23";="17:20";König Dominik;TSV Taufkirchen/Vils;;;;;;
Sat.;08.10.2016;16:00;280360;Sauerlach, Mehrzweckhalle ;20033706;ÜBL MA;ÜBL Staffel S 1;TSV Sauerlach;ESV Rosenheim;="22:35";="13:18";Gruber Sarah;TSV Sauerlach;;;;;;
Sat.;08.10.2016;16:00;260462;Wartenberg, Strogen-Halle ;20058405;ÜBL WB;ÜBL Staffel SO ;TSV Wartenberg;DJK Rohrbach;="12:26";="7:17";Kollmar Karolin;HF Scheyern;;;;;;
Sat.;08.10.2016;16:00;260220;Mainburg, Sporthalle Mittelschule;20033405;ÜBL MA;ÜBL Staffel SO ;TSV 1861 Mainburg;SpVgg Altenerding II;="31:30";="16:15";Wybranietz Johann A.;TG Landshut;;;;;;
Sat.;08.10.2016;16:00;260086;Erdweg, Schulsporthalle;20033503;ÜBL MA;ÜBL Staffel SW 1 ;SpVgg Erdweg;TSV Bobingen;="17:40";="10:21";Bandle Felix;HSG Isar-Mitte;;;;;;
Sat.;08.10.2016;16:00;270463;Weßling, Sporthalle am Meilinger Weg ;20038707;ÜBL MB;ÜBL Staffel SW 2 ;SC Weßling;TSV Allach 09 III;="32:35";="15:16";Werner Johannes;SC Weßling;;;;;;
Sat.;08.10.2016;16:00;230267;Nürnberg, Geschwister-Scholl-Realschule;20052313;ÜBOL WA;ÜBOL Staffel M;DJK Eibach;TSV Wendelstein;="13:16";="7:9";Ittner Christian;SV 1928 Rednitzhembach;;;;;;
Sat.;08.10.2016;16:00;230140;Heilsbronn, Realschule;20052312;ÜBOL WA;ÜBOL Staffel M;JSG Kernfranken;TuS Feuchtwangen;="20:24";="12:13";Gindt Christian;TSV Altenberg;;;;;;
Sat.;08.10.2016;16:00;230264;Nürnberg, Altenfurt Sporthalle;20052311;ÜBOL WA;ÜBOL Staffel M;TSV Altenfurt;TSV Rothenburg;="17:19";="7:7";Holzammer Sebastian;SpVgg Mögeldorf 2000;;;;;;
Sat.;08.10.2016;16:00;230340;Rednitzhembach, Gemeindezentrum;20052310;ÜBOL WA;ÜBOL Staffel M;SV Rednitzhembach;TSV Katzwang 05;="9:20";="3:13";Geck Mathias;SG SC 04 Schwabach/TSG 08 Roth;;;;;;
Sat.;08.10.2016;16:00;220220;Marktleugast, Dreifachsporthalle;20057109;ÜBOL WB;ÜBOL Staffel N;TV Marktleugast;HC Forchheim;="18:22";="10:9";Fröhlich Maximilian;HaSpo Bayreuth;;;;;;
Sat.;08.10.2016;16:00;240263;Neunburg v. W., Hauptschulturnhalle;20062109;ÜBOL WC;ÜBOL Staffel NO;FC Neunburg v.W.;TV Münchberg;="26:20";="14:11";Bauer Peter;HV Oberviechtach;;;;;;
Sat.;08.10.2016;16:00;260364;Straubing, Turmair-Gymnasium;20057211;ÜBOL WB;ÜBOL Staffel NO;HSG Straub.2008;HC Weiden;="31:10";="15:3";Dotzauer Adolf;TSV Erding;;;;;;
Sat.;08.10.2016;16:00;240261;Neumarkt, Halle Willi-Gluck-Gymnasium;20057210;ÜBOL WB;ÜBOL Staffel NO;DJK SV Berg;TSV 1861 Mainburg;="12:30";="2:17";Siebenhaar Hermann;TV 1881 Altdorf;;;;;;
Sat.;08.10.2016;16:00;240301;Oberviechtach, Sporthalle Gymnasium;20042110;ÜBOL MC;ÜBOL Staffel NO;HV Oberviechtach;ESV 27 Regensbg.;="39:31";="0:0";Löw Manuel;HC Weiden;;;;;;
Sat.;08.10.2016;16:00;210260;Nüdlingen Schlossberghalle;20052012;ÜBOL WA;ÜBOL Staffel NW;DJK Nüdlingen;HSG Volkach;="18:17";="7:6";Markert Alexander;TSV Mellrichstadt;;;;;;
Sat.;08.10.2016;16:00;230121;Gunzenhausen, Simon-Marius-Gymnasium;20042011;ÜBOL MC;ÜBOL Staffel NW;TV Gunzenhausen;MTV Stadeln ;="13:16";="8:7";Farthöfer Björn;TV 09 Dietenhofen;;;;;;
Sat.;08.10.2016;16:00;280350;Rosenheim, Luitpoldhalle;20052708;ÜBOL WA;ÜBOL Staffel S;ESV Rosenheim;SV-DJK Taufkirchen;="18:20";="10:11";Poznic Dusko;FC Bayern München e.V.;;;;;;
Sat.;08.10.2016;16:00;260100;Freising, Luitpoldhalle;20062411;ÜBOL WC;ÜBOL Staffel S;HSG Isar-Mitte;VfL Waldkraiburg;="32:25";="16:14";Klein Stefan;SG Moosburg e.V.;Samberger Sebastian;SG Moosburg e.V.;;;;
Sat.;08.10.2016;16:00;270361;Schongau, Lechsporthalle ;20057409;ÜBOL WB;ÜBOL Staffel SW;TSV Schongau;SV Pullach;="31:17";="15:9";Schüller Simone;BSC Oberhausen;Ströhlein Mareike;BSC Oberhausen;;;;
Sat.;08.10.2016;16:00;260020;Bergkirchen, Sporthalle;20057309;ÜBOL WB;ÜBOL Staffel W;HSG Schwab/kirchen;TSV Wertingen;="17:15";="11:8";Just Peter;BHC Königsbrunn 09;;;;;;
Sat.;08.10.2016;16:15;280247;München, Sporthalle ESV München;20030014;BY MA;Bayernliga;HSG München West;SpVgg Altenerding;="24:36";="0:0";Lehmann Lars-Jens;FC Bayern München e.V.;Sorcik Daniel;FC Bayern München e.V.;;;;
Sat.;08.10.2016;16:15;240460;Wackersdorf, Schulsporthalle;20058203;ÜBL WB;ÜBL Staffel NO;TV Wackersdorf;TS Regensburg;="18:14";="7:6";Steuernagel Walter;TV Bad Kötzting;;;;;;
Sat.;08.10.2016;16:15;240462;Weiden, Sporthalle Realschule;20043505;ÜBL MC;ÜBL Staffel NO  ;HC Weiden;HG Hemau/Beratzhausen II;="24:11";="8:3";Landgraf Alexander;HV Oberviechtach;;;;;;
Sat.;08.10.2016;16:15;210121;Giebelstadt Mehrzweckhalle;20058011;ÜBL WB;ÜBL Staffel NW ;SpVgg Giebelstadt;TV Gerolzhofen;="7:15";="5:6";Steppan Isabel;HSG Pleichach;;;;;;
Sat.;08.10.2016;16:15;240144;Herzogenaurach, Sporthalle Mittelschule;20063107;ÜBL WC;ÜBL Staffel NW  2;TS Herzogenaurach;MSG Eltersdorf-Niederlindach;="23:27";="9:13";Schuler Michael;TS Herzogenaurach;;;;;;
Sat.;08.10.2016;16:15;280244;München, Schulsporthalle Riegerhofstr.;20038808;ÜBL MB;ÜBL Staffel S 1;SV München Laim;TS Jahn München;="12:33";="6:19";Brand Johannes;SV-DJK Taufkirchen;;;;;;
Sat.;08.10.2016;16:15;280400;Taufkirchen, Sporthalle Köglweg;20037508;ÜBOL MB;ÜBOL Staffel S;SV-DJK Taufkirchen;TuS Prien;="30:22";="17:12";Thom Dieter;MTV 79 München;;;;;;
Sat.;08.10.2016;16:15;270202;Landsberg, Isidor-Hipper-Strasse;20037209;ÜBOL MB;ÜBOL Staffel W;TSV Landsberg;TSV Mindelheim;="25:24";="14:14";Albrecht Stefan;TSV Ottobeuren;Peters Maximilian;TSV Ottobeuren;;;;
Sat.;08.10.2016;16:30;260061;Dachau, Georg-Scherer-Halle;20020023;BY F;Bayernliga;ASV Dachau;HSV Bergtheim;="25:35";="9:19";Feldmann Markus;TSV Anderten;Schröder Florian;Lehrter SV;;;;
Sat.;08.10.2016;16:30;240340;Regensburg, Sporthalle ESV 27;20021023;LLF;Landesliga Staffel N;ESV 27 Regensbg. II;SG Kunstadt-Weidhausen;="29:12";="12:6";Fass Dominik;TSV Altenfurt;Güßregen Florian;TSV Altenfurt;;;;
Sat.;08.10.2016;16:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20021022;LLF;Landesliga Staffel N;HC Sulzb.Rosenb.;HSG Mainfranken;="39:23";="20:11";Hermannstädter Udo-Marcel;TS Herzogenaurach;Richter Petronela;TS Herzogenaurach;;;;
Sat.;08.10.2016;16:30;260360;Simbach, Richard-Findel-Halle (städt. Sporthalle;20012026;LLM;Landesliga Staffel S;TSV Simbach;TSV Vaterstetten;="37:22";="20:8";Heimrich Michael;TSV Herrsching;Kopp Rainer;TSV  1909 Gersthofen e.V.;;;;
Sat.;08.10.2016;16:30;270301;Oberammergau, Bundeswehr;20037411;ÜBOL MB;ÜBOL Staffel SW;SSV Ettal;TSV Herrsching II;="27:29";="17:24";Klemme Nico;TV Bad Tölz;;;;;;
Sat.;08.10.2016;17:00;240002;Amberg, Gregor-Mendel-Gymnasium;20031011;LL MA;Landesliga Staffel Nord;JSG Amberg/Sulzbach;SG Auerbach/Pegnitz;="24:24";="15:12";Bayerlein Uli;ASV 1863 Cham;Ludwig Simon;HV Oberviechtach;;;;
Sat.;08.10.2016;17:00;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20012027;LLM;Landesliga Staffel S;TuS Fürstenfeldbruck II;TSV Ottobeuren;="23:25";="9:11";Balzer Oliver;TV Gefrees;Jauch Oliver;MTV 79 München;;;;
Sat.;08.10.2016;17:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20043309;ÜBL MC;ÜBL Staffel M 1 ;JSG Nürnberger Land;TV 77 Lauf II;="22:20";="13:11";Heisler Christian;TV 1881 Altdorf;;;;;;
Sat.;08.10.2016;17:00;240321;Pyrbaum, Schulsporthalle;20052111;ÜBOL WA;ÜBOL Staffel NO;HSG Pyrbaum/Seligenporten;SSG Metten;="15:20";="6:12";Seitz Christoph;TV 1881 Altdorf;;;;;;
Sat.;08.10.2016;17:00;270224;Mindelheim, Maristenkolleg;20032405;ÜBOL MA;ÜBOL Staffel SW;TSV Mindelheim;SG Süd/Blumenau;="20:35";="12:17";Merkle Roland;HSG Dietmannsried/ Altusried;Walter Herbert;TV Memmingen;;;;
Sat.;08.10.2016;17:00;270022;Biessenhofen, Jahnhalle;20057410;ÜBOL WB;ÜBOL Staffel SW;SG Biessenhofen-Marktoberdorf;TSV Herrsching;="9:28";="0:13";Schwendele Bruno;TSV Weilheim;;;;;;
Sat.;08.10.2016;17:00;280153;Höhenkirchen-Siegertsbrunn, Schulsporthalle;20062308;ÜBOL WC;ÜBOL Staffel SW;TSV Brunnthal;HSG Schwab/kirchen;="19:16";="10:8";Mertig Helena;TSV Ottobrunn;;;;;;
Sat.;08.10.2016;17:00;270302;Oberstaufen, Kalzhofen (Schule);20052406;ÜBOL WA;ÜBOL Staffel W;TSV Oberstaufen;TSV Landsberg;="16:15";="7:5";Reimold Fabian;TSV Sonthofen;;;;;;
Sat.;08.10.2016;17:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20021024;LLF;Landesliga Staffel N;Nabburg/Schwarzenfeld;HSV Bergtheim II;="42:24";="22:10";Gütle Tobias;TS Herzogenaurach;Wolf Nikolas;TS Herzogenaurach;;;;
Sat.;08.10.2016;17:15;260481;Zwiesel, Realschulsporthalle;20038408;ÜBL MB;ÜBL Staffel NO ;HSG Bayerwald;JHG Regendreieck;="23:26";="11:15";Weber Andre;HSG Freising-Neufahrn;;;;;;
Sat.;08.10.2016;17:15;260161;Indersdorf, Grund- und Mittelschule mit Hallenbad;20063904;ÜBL WC;ÜBL Staffel SO 2;TSV Indersdorf;MBB SG Manching;="16:26";="5:11";Herten Norbert;HSG Straubing2008 e.V.;;;;;;
Sat.;08.10.2016;17:15;220341;Rehau, Sportzentrum;20037111;ÜBOL MB;ÜBOL Staffel NO;HSV Hochfranken;JSG Amberg/Sulzbach;="0:0";="0:0";Brett Jens;HG Naila;;;;;;
Sat.;08.10.2016;17:30;220041;Coburg, BGS Halle;20030015;BY MA;Bayernliga;HSC 2000 Coburg;VfL Günzburg;="27:21";="15:8";Dietel Rene;TV Marktleugast;Moje Matthias;SSV Kasendorf;;;;
Sat.;08.10.2016;17:30;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20011020;LLM;Landesliga Staffel N;TV Erl.-Bruck II;HSG Lauf/Heroldsberg;="23:23";="9:11";Goeckel Martin;TSV Wendelstein;Wölfel Kerstin;TSV 1899 Röthenbach;;;;
Sat.;08.10.2016;17:30;270126;Gilching, Rathaushalle ;20041211;LL MC;Landesliga Staffel Süd;TSV Gilching;SpVgg Altenerding;="25:28";="11:16";Jordan Philipp;HSG Gröbenzell-Olching;;;;;;
Sat.;08.10.2016;17:30;240040;Cham, Sporthalle Jos.-v.-Frauenhofer Gymnasium;20043506;ÜBL MC;ÜBL Staffel NO  ;JHG Regendreieck;JHG Städtedreieck/Schwandorf;="19:34";="8:16";;spielfrei;;;;;;
Sat.;08.10.2016;17:30;240301;Oberviechtach, Sporthalle Gymnasium;20037112;ÜBOL MB;ÜBOL Staffel NO;HV Oberviechtach;TV Wackersdorf;="47:22";="19:10";Löw Manuel;HC Weiden;;;;;;
Sat.;08.10.2016;17:30;240143;Hersbruck, Sportzentrum;20032106;ÜBOL MA;ÜBOL Staffel NO;HC Hersbruck e.V;SG Schwabach/Roth;="25:19";="11:10";Müller Jochen;HC Sulzbach-Rosenberg;;;;;;
Sat.;08.10.2016;17:30;270184;Kempten, Sporthalle an der Westendstrasse;20052407;ÜBOL WA;ÜBOL Staffel W;SG Kempten-Kottern;TV Lauingen;="0:0";="0:0";Weigl Simon;TV Immenstadt;;;;;;
Sat.;08.10.2016;17:45;250181;Königsbrunn, Dreifachhalle;20038605;ÜBL MB;ÜBL Staffel SW 1 ;BHC Königsbr.09 II;DJK Augsburg-Hochzoll;="23:20";="10:8";Knoller Bonifaz;TSG Augsburg;Knoller Cajetan;TSG Augsburg;;;;
Sat.;08.10.2016;17:45;260020;Bergkirchen, Sporthalle;20052606;ÜBOL WA;ÜBOL Staffel SO;HSG Schwab/kirchen;MBB SG Manching;="29:21";="12:9";Zartner Michael;TSV Karlsfeld;;;;;;
Sat.;08.10.2016;18:00;280010;Anzing, Sportzentrum;20010021;BY M;Bayernliga;SV Anzing;TG Landshut;="26:32";="11:13";Duscher Daniel;FC Neunburg v.Wald;Wilhelm Matthias;FC Neunburg v.Wald;;;;
Sat.;08.10.2016;18:00;280400;Taufkirchen, Sporthalle Köglweg;20022022;LLF;Landesliga Staffel S;SV-DJK Taufkirchen;TSV Schleißheim;="23:23";="10:10";Berger Christian;TSV Allach 09 ;Berger Stefan;TSV Allach 09 ;;;;
Sat.;08.10.2016;18:00;280224;München, Sporthalle Eversbuschstr.;20012029;LLM;Landesliga Staffel S;TSV Allach 09;TSV Haunstetten II;="27:22";="13:12";Drummer Thomas;TV 61 Erlangen-Bruck;Herpolsheimer Christian;TV 61 Erlangen-Bruck;;;;
Sat.;08.10.2016;18:00;280241;München, Sporthalle Gaißacher Str.;20012028;LLM;Landesliga Staffel S;SG Süd/Blumenau;HSG Würm-Mitte;="26:21";="14:13";Dautovic Elmir;PSV München;Mc Kie Thomas;TSV Unterhaching;;;;
Sat.;08.10.2016;18:00;280244;München, Schulsporthalle Riegerhofstr.;20022021;LLF;Landesliga Staffel S;SV München Laim;HG Ingolstadt;="27:30";="13:14";Büchlmeir Martin;TV Passau;Stark Sebastian;TV Landau;;;;
Sat.;08.10.2016;18:00;280020;Bad Reichenhall, Sporthalle;20033707;ÜBL MA;ÜBL Staffel S 1;TSV Bad Reichenhall;TSV Neubiberg;="36:20";="17:8";;spielfrei;;;;;;
Sat.;08.10.2016;18:00;240263;Neunburg v. W., Hauptschulturnhalle;20052112;ÜBOL WA;ÜBOL Staffel NO;FC Neunburg v.W.;JHG Regendreieck;="33:9";="17:5";Bauer Peter;HV Oberviechtach;;;;;;
Sat.;08.10.2016;18:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20010022;BY M;Bayernliga;HC Sulzb.Rosenb.;VfL Günzburg;="18:17";="11:11";Spegele Markus;SC Unterpfaffenhofen/Germering;Weineck Daniel;SC Unterpfaffenhofen/Germering;;;;
Sat.;08.10.2016;18:30;260061;Dachau, Georg-Scherer-Halle;20012030;LLM;Landesliga Staffel S;ASV Dachau;SG Kempten-Kottern;="36:27";="19:17";Feldmann Markus;TSV Anderten;Schröder Florian;Lehrter SV;;;;
Sat.;08.10.2016;19:00;240301;Oberviechtach, Sporthalle Gymnasium;20052113;ÜBOL WA;ÜBOL Staffel NO;HV Oberviechtach;SV Obertraubling;="23:17";="10:7";Löw Manuel;HC Weiden;;;;;;
Sat.;08.10.2016;19:30;210466;Waldbüttelbrunn Ballsporthalle;20010024;BY M;Bayernliga;DJK Waldbüttelbr;HC Erlangen II;="25:31";="10:18";Börkey Günther;TSV Herrsching;Holzner Rudolf;TSV Großhadern;;;;
Sat.;08.10.2016;19:30;210201;Lohr Spessarttorhalle;20010023;BY M;Bayernliga;TSV Lohr;TSV Niederraunau;="34:26";="14:13";Balzer Wolfgang;TV Gefrees;Schreiner Heiko;TV Gefrees;;;;
Sat.;08.10.2016;19:30;280160;Ismaning, Schulsporthalle;20020025;BY F;Bayernliga;TSV Ismaning;TSV Ottobeuren;="28:25";="16:17";Balzer Oliver;TV Gefrees;Jauch Oliver;MTV 79 München;;;;
Sat.;08.10.2016;19:30;240040;Cham, Sporthalle Jos.-v.-Frauenhofer Gymnasium;20011023;LLM;Landesliga Staffel N;ASV 1863 Cham;HSG Rödental/Neustadt;="36:27";="17:16";Balogh Marino;FC Bayern München e.V.;Nerl Florian;FC Bayern München e.V.;;;;
Sat.;08.10.2016;19:30;230343;Rothenburg, An der Bleiche;20011022;LLM;Landesliga Staffel N;TSV Rothenburg;SV 08 Auerbach;="31:25";="14:14";Mehmeti Kadri;TSV Ottobeuren;Murseli Rizah;TSV Ottobeuren;;;;
Sat.;08.10.2016;19:30;230341;Roßtal, Mittelschule;20011021;LLM;Landesliga Staffel N;TV Roßtal;MTV  Ingolstadt;="32:37";="17:22";Brucker Jonas;HC Weiden;Fembacher Philipp;ATSV 1871 Kelheim e.V.;;;;
Sat.;08.10.2016;19:30;240342;Regensburg, Kerschensteiner-Halle;20021025;LLF;Landesliga Staffel N;SG Regensburg;TSV Winkelhaid;="23:27";="13:15";Flohr Benjamin;MTV Stadeln e. V.;Murrmann Stefan;TSV Altenfurt;;;;
Sat.;08.10.2016;19:45;220224;Münchberg, Gymnasiumhalle;20011024;LLM;Landesliga Staffel N;TV Münchberg;HSG Fichtelgebirge;="26:25";="10:15";Frosch Johannes;HSG Mainfranken;Frosch Maximilian;HSV Bergtheim;;;;
Sat.;08.10.2016;20:00;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20010025;BY M;Bayernliga;TV Erl.-Bruck;HaSpo Bayreuth;="0:0";="0:0";Besler Christoph;TV Waltenhofen;Böhme Rainer;TV Waltenhofen;;;;
Sat.;08.10.2016;20:00;250008;Haunstetten, Sporthalle  TSV;20010026;BY M;Bayernliga;TSV Haunstetten;SG DJK Rimpar II;="19:25";="12:17";Haderlein Stefan;ESV Flügelrad Nürnberg;Haderlein Tanja;ESV Flügelrad Nürnberg;;;;
Sat.;08.10.2016;20:00;230001;Ansbach, Beckenweiherhalle;20011025;LLM;Landesliga Staffel N;HG Ansbach;TV Helmbrechts;="19:31";="9:16";Knödler Martin;TuS Feuchtwangen;Wirth Sven;HG SGS/TV Amberg;;;;
Sun.;09.10.2016;09:00;260061;Dachau, Georg-Scherer-Halle;20063905;ÜBL WC;ÜBL Staffel SO 2;ASV Dachau;HG Ingolstadt;="19:13";="11:7";Richter Simon;SpVgg Erdweg;;;;;;
Sun.;09.10.2016;09:00;260322;Pfaffenhofen, Realschul-Sporthalle;20043707;ÜBL MC;ÜBL Staffel SO 2 ;HF Scheyern;HG Ingolstadt;="32:18";="18:9";Domschke Sören;SpVgg Altenerding;;;;;;
Sun.;09.10.2016;09:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;20043906;ÜBL MC;ÜBL Staffel SW 2 ;Schwabmünchen;VfL Buchloe;="40:12";="22:2";Hübenthal Holger;TSV Schwabmünchen;;;;;;
Sun.;09.10.2016;09:30;210466;Waldbüttelbrunn Ballsporthalle;20062006;ÜBOL WC;ÜBOL Staffel NW;DJK Waldbüttelbr;TV 1884 Markthdf;="25:21";="12:15";Wiesner Simon;SG DJK Rimpar;;;;;;
Sun.;09.10.2016;10:00;240201;Lauf, Halle im Sportpark Haberloh;24015006;BZK AH;ÜBK Herren AH;SV Buckenhofen;HSG Lauf/Heroldsberg;="9:10";="5:5";Siebenhaar Hermann;TV 1881 Altdorf;;;;;;
Sun.;09.10.2016;10:00;230266;Nürnberg, ESV Flügelrad;20033207;ÜBL MA;ÜBL Staffel M;ESV Flügelrad;TV Büchenbach;="12:9";="5:3";Gindt Christian;TSV Altenberg;;;;;;
Sun.;09.10.2016;10:00;280420;Unterhaching, Hachinga-Halle;20044211;ÜBL MC;ÜBL Staffel S 3;TSV Unterhaching II;TSV Vaterstetten;="10:32";="4:14";Pflüger Jakob;TSV Sauerlach;;;;;;
Sun.;09.10.2016;10:00;250260;Neusäss, Sporthalle an der Eichenwaldschule;20043805;ÜBL MC;ÜBL Staffel SW 1 ;TSV Neusäss;Kissinger SC;="27:14";="13:3";Weißenhorn Sandra;TSV Schwabmünchen;;;;;;
Sun.;09.10.2016;10:00;210182;Kitzingen Sickergrundhalle;20052013;ÜBOL WA;ÜBOL Staffel NW;HSG Mainfranken;SG Dett./Biberg;="17:11";="8:2";Krämer Elsbeth;TV Marktsteft;;;;;;
Sun.;09.10.2016;10:00;270306;Ottobeuren, Schulzentrum ;20042211;ÜBOL MC;ÜBOL Staffel W;TSV Ottobeuren;SG Kaufbeuren/Neugablonz;="34:27";="0:0";Sammüller Siegfried;TSV Landsberg;;;;;;
Sun.;09.10.2016;10:15;280236;München, Schulsporthalle Marsplatz 8;20064006;ÜBL WC;ÜBL Staffel S 1;TSV Forstenried;TSV Trudering;="26:10";="13:5";Schiller Richard;HSG München West;;;;;;
Sun.;09.10.2016;10:15;280224;München, Sporthalle Eversbuschstr.;20044009;ÜBL MC;ÜBL Staffel S 1;TSV Allach 09 III;TSV Neubiberg;="21:21";="10:7";;spielfrei;;;;;;
Sun.;09.10.2016;10:15;280145;Hausham, Schulsporthalle;20044212;ÜBL MC;ÜBL Staffel S 3;TSV Schliersee;TSV Grafing;="18:24";="9:12";Kreidl Daniel;TSV Schliersee;;;;;;
Sun.;09.10.2016;10:30;240105;Forchheim, Herder Halle;20043406;ÜBL MC;ÜBL Staffel M 2 ;SV Buckenhofen;HG Eckental;="40:8";="18:4";Endrizzi Stefan;HC Forchheim 2011 e.V.;;;;;;
Sun.;09.10.2016;10:30;260061;Dachau, Georg-Scherer-Halle;20038809;ÜBL MB;ÜBL Staffel S 1;ASV Dachau;TSV Gaimersheim;="29:21";="16:12";Richter Simon;SpVgg Erdweg;;;;;;
Sun.;09.10.2016;10:30;250220;Meitingen, Sporthalle;20058505;ÜBL WB;ÜBL Staffel SW 1;TSV Meitingen;SC Vöhringen;="15:13";="8:8";Grosser Stefan;HSG Lauingen-Wittislingen;;;;;;
Sun.;09.10.2016;10:30;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20037412;ÜBOL MB;ÜBOL Staffel SW;TV Bad Tölz;TSV Murnau;="21:19";="9:9";Freitag Thomas;HSG Isar-Loisach;;;;;;
Sun.;09.10.2016;10:45;220041;Coburg, BGS Halle;20040014;BY MC;Bayernliga;HSC 2000 Coburg;TSV Friedberg;="27:12";="0:0";Mirwald Mario;SG 12 Bamberg/TV Hallstadt ;Wisokoljan Jonas;SG 12 Bamberg/TV Hallstadt ;;;;
Sun.;09.10.2016;10:45;240101;Feucht, Zeidler-Sporthalle;20038306;ÜBL MB;ÜBL Staffel M;TSV 04 Feucht;JSG Nürnberger Land;="26:21";="15:8";Brych Josef;HSG TSV Pyrbaum/ SV Seligenporten;;;;;;
Sun.;09.10.2016;10:45;250361;Schwabmünchen, Sporthalle an der Grundschule ;20038606;ÜBL MB;ÜBL Staffel SW 1 ;Schwabmünchen;SG Augsburg-Gersthofen;="11:33";="6:13";;;;;;;;
Sun.;09.10.2016;10:50;240201;Lauf, Halle im Sportpark Haberloh;24015007;BZK AH;ÜBK Herren AH;SV Buckenhofen;12 Bamberg/Hallstadt;="13:12";="6:6";Siebenhaar Hermann;TV 1881 Altdorf;;;;;;
Sun.;09.10.2016;11:00;230108;Fürth, Sporthalle Stadeln;20050008;BY WA;Bayernliga;MTV Stadeln ;HSG Würm-Mitte;="39:19";="0:0";Bozbag Abdullah;SpVgg Mögeldorf 2000;Köseli Mutlu;TSV Altenfurt;;;;
